ts,machine_id,i_rms_a,v_nominal,pf_assumed,kw_est,temp_c,state_label,notes,i_mean_3samples,i_std_3samples
2020-02-01 00:03:28,compressor_01,0.04,400.0,0.85,0.0236,53.2,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:03:38,compressor_01,0.04,400.0,0.85,0.0236,53.22,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:03:48,compressor_01,0.04,400.0,0.85,0.0236,53.18,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:03:58,compressor_01,0.0425,400.0,0.85,0.025,53.12,OFF,MetroPT-3 industrial air compressor telemetry,0.0408,0.0014
2020-02-01 00:04:08,compressor_01,0.04,400.0,0.85,0.0236,53.1,OFF,MetroPT-3 industrial air compressor telemetry,0.0408,0.0014
2020-02-01 00:04:18,compressor_01,0.04,400.0,0.85,0.0236,53.12,OFF,MetroPT-3 industrial air compressor telemetry,0.0408,0.0014
2020-02-01 00:04:27,compressor_01,0.04,400.0,0.85,0.0236,53.22,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:04:37,compressor_01,0.04,400.0,0.85,0.0236,53.1,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:04:47,compressor_01,0.04,400.0,0.85,0.0236,53.12,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:04:57,compressor_01,0.04,400.0,0.85,0.0236,53.1,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:05:07,compressor_01,0.04,400.0,0.85,0.0236,53.1,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:05:17,compressor_01,0.04,400.0,0.85,0.0236,53.12,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:05:27,compressor_01,0.04,400.0,0.85,0.0236,53.12,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:05:37,compressor_01,0.04,400.0,0.85,0.0236,53.1,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:05:47,compressor_01,0.04,400.0,0.85,0.0236,53.03,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:05:57,compressor_01,0.04,400.0,0.85,0.0236,53.03,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:06:07,compressor_01,0.0375,400.0,0.85,0.0221,53.0,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:06:16,compressor_01,0.04,400.0,0.85,0.0236,52.98,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:06:26,compressor_01,0.04,400.0,0.85,0.0236,52.9,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:06:36,compressor_01,0.0375,400.0,0.85,0.0221,52.83,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:06:46,compressor_01,0.04,400.0,0.85,0.0236,52.83,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:06:56,compressor_01,0.04,400.0,0.85,0.0236,52.83,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:07:06,compressor_01,0.04,400.0,0.85,0.0236,52.77,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:07:16,compressor_01,0.04,400.0,0.85,0.0236,52.75,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:07:26,compressor_01,0.04,400.0,0.85,0.0236,52.72,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:07:36,compressor_01,0.04,400.0,0.85,0.0236,52.77,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:07:46,compressor_01,0.04,400.0,0.85,0.0236,52.7,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:07:56,compressor_01,0.04,400.0,0.85,0.0236,52.7,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:08:06,compressor_01,0.04,400.0,0.85,0.0236,52.65,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:08:15,compressor_01,0.04,400.0,0.85,0.0236,52.72,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:08:25,compressor_01,0.04,400.0,0.85,0.0236,52.57,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:08:35,compressor_01,0.0425,400.0,0.85,0.025,52.6,OFF,MetroPT-3 industrial air compressor telemetry,0.0408,0.0014
2020-02-01 00:08:45,compressor_01,0.04,400.0,0.85,0.0236,52.5,OFF,MetroPT-3 industrial air compressor telemetry,0.0408,0.0014
2020-02-01 00:08:55,compressor_01,0.04,400.0,0.85,0.0236,52.5,OFF,MetroPT-3 industrial air compressor telemetry,0.0408,0.0014
2020-02-01 00:09:05,compressor_01,0.04,400.0,0.85,0.0236,52.43,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:09:15,compressor_01,0.04,400.0,0.85,0.0236,52.45,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:09:25,compressor_01,0.04,400.0,0.85,0.0236,52.32,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:09:35,compressor_01,0.04,400.0,0.85,0.0236,52.4,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:09:45,compressor_01,0.04,400.0,0.85,0.0236,52.43,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:09:55,compressor_01,0.04,400.0,0.85,0.0236,52.43,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:10:04,compressor_01,0.04,400.0,0.85,0.0236,52.23,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:10:14,compressor_01,0.04,400.0,0.85,0.0236,52.2,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:10:24,compressor_01,0.04,400.0,0.85,0.0236,52.3,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:10:34,compressor_01,0.0375,400.0,0.85,0.0221,52.12,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:10:44,compressor_01,0.04,400.0,0.85,0.0236,52.23,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:10:54,compressor_01,0.0375,400.0,0.85,0.0221,52.12,OFF,MetroPT-3 industrial air compressor telemetry,0.0383,0.0014
2020-02-01 00:11:04,compressor_01,0.04,400.0,0.85,0.0236,52.2,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:11:14,compressor_01,0.04,400.0,0.85,0.0236,52.05,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:11:24,compressor_01,0.04,400.0,0.85,0.0236,52.03,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:11:34,compressor_01,0.04,400.0,0.85,0.0236,52.1,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:11:44,compressor_01,0.04,400.0,0.85,0.0236,52.03,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:11:54,compressor_01,0.04,400.0,0.85,0.0236,52.0,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:12:03,compressor_01,0.0375,400.0,0.85,0.0221,51.98,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:12:13,compressor_01,0.04,400.0,0.85,0.0236,51.92,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:12:23,compressor_01,0.04,400.0,0.85,0.0236,51.92,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:12:33,compressor_01,0.0375,400.0,0.85,0.0221,51.83,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:12:43,compressor_01,0.04,400.0,0.85,0.0236,51.85,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:12:53,compressor_01,0.04,400.0,0.85,0.0236,51.8,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:13:03,compressor_01,0.04,400.0,0.85,0.0236,51.83,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:13:13,compressor_01,0.04,400.0,0.85,0.0236,51.8,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:13:23,compressor_01,0.04,400.0,0.85,0.0236,51.7,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:13:33,compressor_01,0.04,400.0,0.85,0.0236,51.63,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:13:43,compressor_01,0.0375,400.0,0.85,0.0221,51.6,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:13:53,compressor_01,0.04,400.0,0.85,0.0236,51.57,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:14:02,compressor_01,0.04,400.0,0.85,0.0236,51.63,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:14:12,compressor_01,0.04,400.0,0.85,0.0236,51.48,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:14:22,compressor_01,0.04,400.0,0.85,0.0236,51.5,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:14:32,compressor_01,0.04,400.0,0.85,0.0236,51.5,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:14:42,compressor_01,0.04,400.0,0.85,0.0236,51.4,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:14:52,compressor_01,0.04,400.0,0.85,0.0236,51.35,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:15:02,compressor_01,0.04,400.0,0.85,0.0236,51.32,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:15:12,compressor_01,0.04,400.0,0.85,0.0236,51.43,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:15:22,compressor_01,0.04,400.0,0.85,0.0236,51.32,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:15:32,compressor_01,0.04,400.0,0.85,0.0236,51.43,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:15:42,compressor_01,0.04,400.0,0.85,0.0236,51.3,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:15:52,compressor_01,0.04,400.0,0.85,0.0236,51.23,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:16:01,compressor_01,0.04,400.0,0.85,0.0236,51.28,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:16:11,compressor_01,0.04,400.0,0.85,0.0236,51.15,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:16:21,compressor_01,0.04,400.0,0.85,0.0236,51.23,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:16:31,compressor_01,0.035,400.0,0.85,0.0206,51.1,OFF,MetroPT-3 industrial air compressor telemetry,0.0383,0.0029
2020-02-01 00:16:41,compressor_01,0.04,400.0,0.85,0.0236,51.12,OFF,MetroPT-3 industrial air compressor telemetry,0.0383,0.0029
2020-02-01 00:16:51,compressor_01,0.0375,400.0,0.85,0.0221,51.03,OFF,MetroPT-3 industrial air compressor telemetry,0.0375,0.0025
2020-02-01 00:17:01,compressor_01,0.04,400.0,0.85,0.0236,51.1,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:17:11,compressor_01,0.04,400.0,0.85,0.0236,51.0,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:17:21,compressor_01,0.04,400.0,0.85,0.0236,50.95,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:17:31,compressor_01,0.04,400.0,0.85,0.0236,50.92,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:17:41,compressor_01,0.04,400.0,0.85,0.0236,50.92,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:17:50,compressor_01,0.04,400.0,0.85,0.0236,50.82,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:18:00,compressor_01,0.04,400.0,0.85,0.0236,50.92,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:18:10,compressor_01,0.04,400.0,0.85,0.0236,50.82,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:18:20,compressor_01,0.04,400.0,0.85,0.0236,50.82,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:18:30,compressor_01,0.04,400.0,0.85,0.0236,50.75,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:18:40,compressor_01,0.04,400.0,0.85,0.0236,50.63,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:18:50,compressor_01,0.04,400.0,0.85,0.0236,50.63,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:19:00,compressor_01,0.04,400.0,0.85,0.0236,50.6,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:19:10,compressor_01,0.04,400.0,0.85,0.0236,50.63,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:19:20,compressor_01,0.04,400.0,0.85,0.0236,50.57,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:19:30,compressor_01,0.04,400.0,0.85,0.0236,50.55,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:19:39,compressor_01,0.04,400.0,0.85,0.0236,50.43,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:19:49,compressor_01,0.0375,400.0,0.85,0.0221,50.43,OFF,MetroPT-3 industrial air compressor telemetry,0.0392,0.0014
2020-02-01 00:19:59,compressor_01,0.0375,400.0,0.85,0.0221,50.32,OFF,MetroPT-3 industrial air compressor telemetry,0.0383,0.0014
2020-02-01 00:20:09,compressor_01,0.04,400.0,0.85,0.0236,50.43,OFF,MetroPT-3 industrial air compressor telemetry,0.0383,0.0014
2020-02-01 00:20:19,compressor_01,0.0425,400.0,0.85,0.025,50.37,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0025
2020-02-01 00:20:29,compressor_01,0.04,400.0,0.85,0.0236,50.2,OFF,MetroPT-3 industrial air compressor telemetry,0.0408,0.0014
2020-02-01 00:20:39,compressor_01,0.04,400.0,0.85,0.0236,50.32,OFF,MetroPT-3 industrial air compressor telemetry,0.0408,0.0014
2020-02-01 00:20:49,compressor_01,0.04,400.0,0.85,0.0236,50.23,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:20:59,compressor_01,0.04,400.0,0.85,0.0236,50.15,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:21:09,compressor_01,0.04,400.0,0.85,0.0236,50.18,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:21:19,compressor_01,0.04,400.0,0.85,0.0236,50.12,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:21:28,compressor_01,0.04,400.0,0.85,0.0236,50.12,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:21:38,compressor_01,0.04,400.0,0.85,0.0236,50.03,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:21:48,compressor_01,0.04,400.0,0.85,0.0236,49.92,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:21:58,compressor_01,0.04,400.0,0.85,0.0236,50.05,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:22:08,compressor_01,0.04,400.0,0.85,0.0236,50.03,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:22:18,compressor_01,0.04,400.0,0.85,0.0236,49.92,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:22:28,compressor_01,0.04,400.0,0.85,0.0236,49.9,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:22:38,compressor_01,0.04,400.0,0.85,0.0236,49.82,OFF,MetroPT-3 industrial air compressor telemetry,0.04,0.0
2020-02-01 00:22:48,compressor_01,0.0425,400.0,0.85,0.025,49.72,OFF,MetroPT-3 industrial air compressor telemetry,0.0408,0.0014
2020-02-01 00:22:58,compressor_01,0.04,400.0,0.85,0.0236,49.82,OFF,MetroPT-3 industrial air compressor telemetry,0.0408,0.0014
2020-02-01 00:23:08,compressor_01,4.315,400.0,0.85,2.5411,49.82,IDLE,MetroPT-3 industrial air compressor telemetry,1.4658,2.4675
2020-02-01 00:23:17,compressor_01,5.84,400.0,0.85,3.4392,49.85,ACTIVE,MetroPT-3 industrial air compressor telemetry,3.3983,3.0067
2020-02-01 00:23:27,compressor_01,5.9725,400.0,0.85,3.5172,49.68,ACTIVE,MetroPT-3 industrial air compressor telemetry,5.3758,0.9211
2020-02-01 00:23:37,compressor_01,6.05,400.0,0.85,3.5628,49.68,ACTIVE,MetroPT-3 industrial air compressor telemetry,5.9542,0.1062
2020-02-01 00:23:47,compressor_01,6.1025,400.0,0.85,3.5937,49.62,ACTIVE,MetroPT-3 industrial air compressor telemetry,6.0417,0.0654
2020-02-01 00:23:57,compressor_01,6.165,400.0,0.85,3.6306,49.62,ACTIVE,MetroPT-3 industrial air compressor telemetry,6.1058,0.0576
2020-02-01 00:24:07,compressor_01,6.1925,400.0,0.85,3.6467,49.7,ACTIVE,MetroPT-3 industrial air compressor telemetry,6.1533,0.0461
2020-02-01 00:24:17,compressor_01,6.125,400.0,0.85,3.607,49.72,ACTIVE,MetroPT-3 industrial air compressor telemetry,6.1608,0.0339
2020-02-01 00:24:27,compressor_01,6.15,400.0,0.85,3.6217,49.75,ACTIVE,MetroPT-3 industrial air compressor telemetry,6.1558,0.0341
2020-02-01 00:24:37,compressor_01,6.1825,400.0,0.85,3.6409,49.82,ACTIVE,MetroPT-3 industrial air compressor telemetry,6.1525,0.0288
2020-02-01 00:24:47,compressor_01,6.2825,400.0,0.85,3.6997,50.03,ACTIVE,MetroPT-3 industrial air compressor telemetry,6.205,0.0691
2020-02-01 00:24:57,compressor_01,3.9525,400.0,0.85,2.3276,50.1,IDLE,MetroPT-3 industrial air compressor telemetry,5.4725,1.3173
2020-02-01 00:25:06,compressor_01,3.905,400.0,0.85,2.2996,50.72,IDLE,MetroPT-3 industrial air compressor telemetry,4.7133,1.3591
2020-02-01 00:25:16,compressor_01,3.855,400.0,0.85,2.2702,51.38,IDLE,MetroPT-3 industrial air compressor telemetry,3.9042,0.0488
2020-02-01 00:25:26,compressor_01,3.875,400.0,0.85,2.282,51.88,IDLE,MetroPT-3 industrial air compressor telemetry,3.8783,0.0252
2020-02-01 00:25:36,compressor_01,3.8675,400.0,0.85,2.2776,52.23,IDLE,MetroPT-3 industrial air compressor telemetry,3.8658,0.0101
2020-02-01 00:25:46,compressor_01,3.9025,400.0,0.85,2.2982,52.57,IDLE,MetroPT-3 industrial air compressor telemetry,3.8817,0.0184
2020-02-01 00:25:56,compressor_01,3.885,400.0,0.85,2.2879,53.08,IDLE,MetroPT-3 industrial air compressor telemetry,3.885,0.0175
2020-02-01 00:26:06,compressor_01,3.905,400.0,0.85,2.2996,53.35,IDLE,MetroPT-3 industrial air compressor telemetry,3.8975,0.0109
2020-02-01 00:26:16,compressor_01,3.8425,400.0,0.85,2.2628,53.55,IDLE,MetroPT-3 industrial air compressor telemetry,3.8775,0.0319
2020-02-01 00:26:26,compressor_01,3.85,400.0,0.85,2.2673,53.72,IDLE,MetroPT-3 industrial air compressor telemetry,3.8658,0.0341
2020-02-01 00:26:36,compressor_01,3.8725,400.0,0.85,2.2805,53.82,IDLE,MetroPT-3 industrial air compressor telemetry,3.855,0.0156
2020-02-01 00:26:46,compressor_01,3.88,400.0,0.85,2.2849,53.8,IDLE,MetroPT-3 industrial air compressor telemetry,3.8675,0.0156
2020-02-01 00:26:55,compressor_01,3.845,400.0,0.85,2.2643,53.68,IDLE,MetroPT-3 industrial air compressor telemetry,3.8658,0.0184
2020-02-01 00:27:05,compressor_01,3.85,400.0,0.85,2.2673,53.68,IDLE,MetroPT-3 industrial air compressor telemetry,3.8583,0.0189
2020-02-01 00:27:15,compressor_01,3.9075,400.0,0.85,2.3011,53.42,IDLE,MetroPT-3 industrial air compressor telemetry,3.8675,0.0347
2020-02-01 00:27:25,compressor_01,3.8425,400.0,0.85,2.2628,53.2,IDLE,MetroPT-3 industrial air compressor telemetry,3.8667,0.0356
2020-02-01 00:27:35,compressor_01,3.875,400.0,0.85,2.282,53.1,IDLE,MetroPT-3 industrial air compressor telemetry,3.875,0.0325
2020-02-01 00:27:45,compressor_01,3.885,400.0,0.85,2.2879,53.08,IDLE,MetroPT-3 industrial air compressor telemetry,3.8675,0.0222
2020-02-01 00:27:55,compressor_01,3.8975,400.0,0.85,2.2952,52.98,IDLE,MetroPT-3 industrial air compressor telemetry,3.8858,0.0113
2020-02-01 00:28:05,compressor_01,3.83,400.0,0.85,2.2555,52.9,IDLE,MetroPT-3 industrial air compressor telemetry,3.8708,0.0359
2020-02-01 00:28:15,compressor_01,3.855,400.0,0.85,2.2702,52.83,IDLE,MetroPT-3 industrial air compressor telemetry,3.8608,0.0341
2020-02-01 00:28:25,compressor_01,3.855,400.0,0.85,2.2702,52.65,IDLE,MetroPT-3 industrial air compressor telemetry,3.8467,0.0144
2020-02-01 00:28:35,compressor_01,3.9,400.0,0.85,2.2967,52.72,IDLE,MetroPT-3 industrial air compressor telemetry,3.87,0.026
2020-02-01 00:28:44,compressor_01,3.8025,400.0,0.85,2.2393,52.8,IDLE,MetroPT-3 industrial air compressor telemetry,3.8525,0.0488
2020-02-01 00:28:54,compressor_01,3.825,400.0,0.85,2.2525,52.65,IDLE,MetroPT-3 industrial air compressor telemetry,3.8425,0.0511
2020-02-01 00:29:04,compressor_01,3.8075,400.0,0.85,2.2422,52.72,IDLE,MetroPT-3 industrial air compressor telemetry,3.8117,0.0118
2020-02-01 00:29:14,compressor_01,3.82,400.0,0.85,2.2496,52.72,IDLE,MetroPT-3 industrial air compressor telemetry,3.8175,0.009
2020-02-01 00:29:24,compressor_01,3.7575,400.0,0.85,2.2128,52.72,IDLE,MetroPT-3 industrial air compressor telemetry,3.795,0.0331
2020-02-01 00:29:34,compressor_01,3.7975,400.0,0.85,2.2363,52.72,IDLE,MetroPT-3 industrial air compressor telemetry,3.7917,0.0317
2020-02-01 00:29:44,compressor_01,3.825,400.0,0.85,2.2525,52.77,IDLE,MetroPT-3 industrial air compressor telemetry,3.7933,0.0339
2020-02-01 00:29:54,compressor_01,3.87,400.0,0.85,2.279,52.7,IDLE,MetroPT-3 industrial air compressor telemetry,3.8308,0.0366
2020-02-01 00:30:04,compressor_01,3.91,400.0,0.85,2.3026,52.72,IDLE,MetroPT-3 industrial air compressor telemetry,3.8683,0.0425
2020-02-01 00:30:14,compressor_01,3.8875,400.0,0.85,2.2893,52.7,IDLE,MetroPT-3 industrial air compressor telemetry,3.8892,0.0201
2020-02-01 00:30:24,compressor_01,3.8425,400.0,0.85,2.2628,52.72,IDLE,MetroPT-3 industrial air compressor telemetry,3.88,0.0344
2020-02-01 00:30:33,compressor_01,3.795,400.0,0.85,2.2349,52.72,IDLE,MetroPT-3 industrial air compressor telemetry,3.8417,0.0463
2020-02-01 00:30:43,compressor_01,3.8225,400.0,0.85,2.2511,52.7,IDLE,MetroPT-3 industrial air compressor telemetry,3.82,0.0238
2020-02-01 00:30:53,compressor_01,3.885,400.0,0.85,2.2879,52.85,IDLE,MetroPT-3 industrial air compressor telemetry,3.8342,0.0461
