ts,machine_id,i_rms_a,v_nominal,pf_assumed,kw_est,temp_c,state_label,notes,i_mean_3samples,i_std_3samples
2024-01-01 00:05:53,laptop_charger_01,0.31,224.65,0.91,0.062,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3133,0.0058
2024-01-01 00:05:55,laptop_charger_01,0.31,224.95,0.91,0.064,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:05:57,laptop_charger_01,0.31,224.93,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:05:59,laptop_charger_01,0.31,224.22,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:01,laptop_charger_01,0.31,224.55,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:03,laptop_charger_01,0.32,230.88,0.92,0.068,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3133,0.0058
2024-01-01 00:06:05,laptop_charger_01,0.33,231.18,0.92,0.066,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.32,0.01
2024-01-01 00:06:07,laptop_charger_01,0.32,231.03,0.92,0.067,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3233,0.0058
2024-01-01 00:06:09,laptop_charger_01,0.32,230.65,0.92,0.067,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3233,0.0058
2024-01-01 00:06:11,laptop_charger_01,0.32,231.08,0.92,0.067,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.32,0.0
2024-01-01 00:06:13,laptop_charger_01,0.32,231.03,0.92,0.067,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.32,0.0
2024-01-01 00:06:15,laptop_charger_01,0.32,231.3,0.92,0.067,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.32,0.0
2024-01-01 00:06:17,laptop_charger_01,0.32,230.78,0.92,0.068,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.32,0.0
2024-01-01 00:06:19,laptop_charger_01,0.32,231.12,0.92,0.068,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.32,0.0
2024-01-01 00:06:21,laptop_charger_01,0.32,230.87,0.92,0.067,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.32,0.0
2024-01-01 00:06:22,laptop_charger_01,0.32,231.0,0.92,0.067,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.32,0.0
2024-01-01 00:06:24,laptop_charger_01,0.31,231.26,0.92,0.066,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3167,0.0058
2024-01-01 00:06:26,laptop_charger_01,0.31,231.07,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3133,0.0058
2024-01-01 00:06:28,laptop_charger_01,0.31,231.24,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:30,laptop_charger_01,0.31,230.83,0.92,0.066,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:32,laptop_charger_01,0.31,230.47,0.92,0.066,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:34,laptop_charger_01,0.31,231.15,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:36,laptop_charger_01,0.31,230.91,0.92,0.067,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:38,laptop_charger_01,0.31,231.08,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:40,laptop_charger_01,0.31,230.49,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:42,laptop_charger_01,0.31,230.49,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:44,laptop_charger_01,0.31,230.98,0.91,0.064,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:46,laptop_charger_01,0.31,230.67,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:48,laptop_charger_01,0.31,230.64,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:50,laptop_charger_01,0.31,230.2,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:51,laptop_charger_01,0.31,230.41,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:53,laptop_charger_01,0.31,230.59,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:55,laptop_charger_01,0.31,230.98,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:57,laptop_charger_01,0.31,231.11,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:06:59,laptop_charger_01,0.31,230.36,0.91,0.064,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:07:01,laptop_charger_01,0.3,230.54,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3067,0.0058
2024-01-01 00:07:03,laptop_charger_01,0.31,230.63,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3067,0.0058
2024-01-01 00:07:05,laptop_charger_01,0.3,230.89,0.91,0.064,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3033,0.0058
2024-01-01 00:07:07,laptop_charger_01,0.31,231.13,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3067,0.0058
2024-01-01 00:07:09,laptop_charger_01,0.31,230.72,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3067,0.0058
2024-01-01 00:07:11,laptop_charger_01,0.3,230.63,0.91,0.062,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3067,0.0058
2024-01-01 00:07:13,laptop_charger_01,0.3,230.82,0.91,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3033,0.0058
2024-01-01 00:07:15,laptop_charger_01,0.3,231.1,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3,0.0
2024-01-01 00:07:17,laptop_charger_01,0.3,231.05,0.91,0.062,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3,0.0
2024-01-01 00:07:19,laptop_charger_01,0.31,230.63,0.91,0.062,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3033,0.0058
2024-01-01 00:07:20,laptop_charger_01,0.3,230.79,0.91,0.062,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3033,0.0058
2024-01-01 00:07:22,laptop_charger_01,0.3,230.52,0.91,0.062,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3033,0.0058
2024-01-01 00:07:24,laptop_charger_01,0.3,230.8,0.91,0.062,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3,0.0
2024-01-01 00:07:26,laptop_charger_01,0.3,230.78,0.91,0.062,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3,0.0
2024-01-01 00:07:28,laptop_charger_01,0.3,230.48,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3,0.0
2024-01-01 00:07:30,laptop_charger_01,0.31,230.26,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3033,0.0058
2024-01-01 00:07:32,laptop_charger_01,0.3,230.29,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3033,0.0058
2024-01-01 00:07:34,laptop_charger_01,0.31,230.4,0.91,0.062,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3067,0.0058
2024-01-01 00:07:36,laptop_charger_01,0.31,230.88,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3067,0.0058
2024-01-01 00:07:38,laptop_charger_01,0.31,230.67,0.91,0.064,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:07:40,laptop_charger_01,0.31,230.58,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:07:42,laptop_charger_01,0.31,230.28,0.92,0.064,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.31,0.0
2024-01-01 00:07:44,laptop_charger_01,0.3,230.71,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3067,0.0058
2024-01-01 00:07:46,laptop_charger_01,0.31,231.25,0.91,0.064,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3067,0.0058
2024-01-01 00:07:48,laptop_charger_01,0.3,230.94,0.92,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3033,0.0058
2024-01-01 00:07:50,laptop_charger_01,0.3,231.18,0.91,0.064,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3033,0.0058
2024-01-01 00:07:51,laptop_charger_01,0.3,230.98,0.91,0.064,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3,0.0
2024-01-01 00:07:53,laptop_charger_01,0.31,231.02,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3033,0.0058
2024-01-01 00:07:55,laptop_charger_01,0.3,231.39,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3033,0.0058
2024-01-01 00:07:57,laptop_charger_01,0.31,230.83,0.91,0.062,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3067,0.0058
2024-01-01 00:07:59,laptop_charger_01,0.3,231.22,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3033,0.0058
2024-01-01 00:08:01,laptop_charger_01,0.3,230.92,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3033,0.0058
2024-01-01 00:08:03,laptop_charger_01,0.3,231.09,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3,0.0
2024-01-01 00:08:05,laptop_charger_01,0.31,231.56,0.91,0.065,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3033,0.0058
2024-01-01 00:08:07,laptop_charger_01,0.31,230.79,0.91,0.063,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3067,0.0058
2024-01-01 00:08:09,laptop_charger_01,0.3,230.91,0.91,0.064,,ACTIVE,ESP32 NILM trace S4P10 laptop charger,0.3067,0.0058
